sheet_number,sheet_name,discipline,page_number,scope_package,bid_item,subheading,n_regions,verdict,reason,extracted_text_sample,json_text_sample,quad_px_boxes
CU320,Storm Drain Plan And Profile,Civil,13,Earthwork,"Furnish & Install Fill, Base Course, and Bedding Materials",Excavation & Backfill,1,RIGHT,"Referenced text (""3. PROVIDE 12"" MIN. CLEARANCE BETWEEN STORM DRAIN LINES AND OTHER UTILITIES CROSSING THE STORM DRAIN. USE FLOWABLE FILL PER APWA SPECIFICATIONS BETWEE"") supports the item; matched terms: fill.","3. PROVIDE 12"" MIN. CLEARANCE BETWEEN STORM DRAIN LINES AND OTHER UTILITIES CROSSING THE STORM DRAIN. USE FLOWABLE FILL PER APWA SPECIFICATIONS BETWEEN UTILITIES WITH 12"" OR SLIGHTLY LESS CLEARANCE.","3. PROVIDE 12"" MIN. CLEARANCE BETWEEN STORM DRAIN LINES AND OTHER UTILITIES CROSSING THE STORM DRAIN. USE FLOWABLE FILL PER APWA SPECIFICATIONS BETWEEN UTILITIES WITH 12"" OR SLIGHTLY LESS CLEARANCE.",
CU320,Storm Drain Plan And Profile,Civil,13,Earthwork,Furnish & Install Site Grading,Site Grading,2,RIGHT,"Referenced text (""EXISTING GRADE | FINISH GRADE"") supports the item; matched terms: grade, grading.",EXISTING GRADE | FINISH GRADE,EXISTING GRADE | FINISH GRADE,
CU320,Storm Drain Plan And Profile,Civil,13,Earthwork,Furnish & Install Survey and Layout,Others,4,RIGHT,"Referenced text (""FF=76.50 | FF=81.00 | FF=75.00 | FF=8"") supports the item; matched terms: layout, survey.",FF=76.50 | FF=81.00 | FF=75.00 | FF=8,FF=76.50 | FF=81.00 | FF=75.00 | FF=8,
CU320,Storm Drain Plan And Profile,Civil,13,Landscaping,Provide Coordination And Clarifications For Landscaping Scope,Others,1,RIGHT,"Referenced text (""5. POT HOLE ALL EXISTING UTILITY CROSSINGS FOR NEW STORM DRAIN SEWER LINES, LOWER OR RAISE COMMUNICATIONS, ELECTRICAL, OR GAS LINES TO PROVIDE PROPER "") supports the item; matched terms: other, provide.","5. POT HOLE ALL EXISTING UTILITY CROSSINGS FOR NEW STORM DRAIN SEWER LINES, LOWER OR RAISE COMMUNICATIONS, ELECTRICAL, OR GAS LINES TO PROVIDE PROPER VERTICAL ALIGNMENT FOR THE GRAVITY LINES. LOWER EXISTING OR NEW WATER LINES WHERE CONFLICTS OCCUR WITH DRAIN LINES OR OTHER EXISTING UTILITIES. WHERE CROSSING OF THE EXISTING UTILITY TUNNEL OCCURS, POTHOLE TUNNEL TO INSURE PIPING CLEARS TUNNEL STRUCT","5. POT HOLE ALL EXISTING UTILITY CROSSINGS FOR NEW STORM DRAIN SEWER LINES, LOWER OR RAISE COMMUNICATIONS, ELECTRICAL, OR GAS LINES TO PROVIDE PROPER VERTICAL ALIGNMENT FOR THE GRAVITY LINES. LOWER EXISTING OR NEW WATER LINES WHERE CONFLICTS OCCUR WITH DRAIN LINES OR OTHER EXISTING UTILITIES. WHERE CROSSING OF THE EXISTING UTILITY TUNNEL OCCURS, POTHOLE TUNNEL TO INSURE PIPING CLEARS TUNNEL STRUCT",
CU320,Storm Drain Plan And Profile,Civil,13,Utilities,Furnish & Install Storm Drain Manholes,Utility Structures & Manholes,14,RIGHT,"Referenced text (""SDMH-1 | SDMH-2 STA:23+97.92 RIM:4784.20 N=4291.27 E=4723.10 | SDMH-3 STA:22+74.47 RIM:4778.95 N=4218.86 E=4624.36 | SDMH-4 STA:21+48.52 RIM:4773.75 N"") supports the item; matched terms: drain, manhole, manholes, storm.",SDMH-1 | SDMH-2 STA:23+97.92 RIM:4784.20 N=4291.27 E=4723.10 | SDMH-3 STA:22+74.47 RIM:4778.95 N=4218.86 E=4624.36 | SDMH-4 STA:21+48.52 RIM:4773.75 N=4101.83 E=4577.77 | SDMH-5 STA:20+75.74 RIM:4771.40 N=4060.97 E=4517.55 | G SDMH-6 STA:20+00.00 RIM:4768.57 N=3990.17 E=4490.65 | SDMH-7 | 9. CONTRACTOR REQUIRED TO OBTAIN NECESSARY PERMITS FROM PROVO CITY PRIOR TO ANY NEW CONNECTIONS. REFER TO NOTE,SDMH-1 | SDMH-2 STA:23+97.92 RIM:4784.20 N=4291.27 E=4723.10 | SDMH-3 STA:22+74.47 RIM:4778.95 N=4218.86 E=4624.36 | SDMH-4 STA:21+48.52 RIM:4773.75 N=4101.83 E=4577.77 | SDMH-5 STA:20+75.74 RIM:4771.40 N=4060.97 E=4517.55 | SDMH-6 STA:20+00.00 RIM:4768.57 N=3990.17 E=4490.65 | SDMH-7 | 9. CONTRACTOR REQUIRED TO OBTAIN NECESSARY PERMITS FROM PROVO CITY PRIOR TO ANY NEW CONNECTIONS. REFER TO NOTES ,
CU320,Storm Drain Plan And Profile,Civil,13,Utilities,Furnish & Install Overflow Boxes,Utility Structures & Manholes,4,RIGHT,"Referenced text (""OVERFLOW BOX-1 STA:23+62.39 RIM:4782.08 N=4266.00 E=4698.08 | OVERFLOW BOX-2 STA:10+31.09 RIM:4772.15 N=4085.68 E=4499.05 | OVERFLOW BOX-1 STA:23+62.3"") supports the item; matched terms: overflow.","OVERFLOW BOX-1 STA:23+62.39 RIM:4782.08 N=4266.00 E=4698.08 | OVERFLOW BOX-2 STA:10+31.09 RIM:4772.15 N=4085.68 E=4499.05 | OVERFLOW BOX-1 STA:23+62.39 RIM:4782.04 15"" INV IN:4775.95 HDPE 12"" INV IN:4775.85 HDPE 15"" INV OUT:4775.70 HDPE | OVERFLOW BOX-2 STA:10+31.09 RIM:4772.15 12"" INV IN:4765.96 HDPE 12"" INV OUT:4765.90 HDPE","OVERFLOW BOX-1 STA:23+62.39 RIM:4782.08 N=4266.00 E=4698.08 | OVERFLOW BOX-2 STA:10+31.09 RIM:4772.15 N=4085.68 E=4499.05 | OVERFLOW BOX-1 STA:23+62.39 RIM:4782.04 15"" INV IN:4775.95 HDPE 12"" INV IN:4775.85 HDPE 15"" INV OUT:4775.70 HDPE | OVERFLOW BOX-2 STA:10+31.09 RIM:4772.15 12"" INV IN:4765.96 HDPE 12"" INV OUT:4765.90 HDPE",
CU320,Storm Drain Plan And Profile,Civil,13,Utilities,Furnish & Install Catch Basins and Inlet Boxes,Utility Structures & Manholes,5,RIGHT,"Referenced text (""CIB-1 PRETREATMENT | CIB-7 PRETREATMENT | CIB-14 | CIB-6 | CIB-5"") supports the item; matched terms: basin, basins, boxes, catch, inlet.",CIB-1 PRETREATMENT | CIB-7 PRETREATMENT | CIB-14 | CIB-6 | CIB-5,CIB-1 PRETREATMENT | CIB-7 PRETREATMENT | CIB-14 | CIB-6 | CIB-5,
CU320,Storm Drain Plan And Profile,Civil,13,Utilities,Furnish & Install Area Drains,Utility Structures & Manholes,56,RIGHT,"Referenced text (""ADS-2 | ADS-1 | ADS-59 | ADS-58 | ADS-57 | ADS-56 | > ADS-55 | ADS-54 | ADS-39 | ADS-38 | ADS-25 | ADS-26 | ADS-24 | ADS-37 | ADS-23 | ADS-36 | ADS-35"") supports the item; matched terms: area, drain, drains.",ADS-2 | ADS-1 | ADS-59 | ADS-58 | ADS-57 | ADS-56 | > ADS-55 | ADS-54 | ADS-39 | ADS-38 | ADS-25 | ADS-26 | ADS-24 | ADS-37 | ADS-23 | ADS-36 | ADS-35 | ADS-22 | ADS-148 | > ADS-100 | ADS-50 | ADS-51 | ADS-53 | ADS-52 | ADS-64 | ADS-65 | ADS-66 | ADS-67 | ADS-68 | ADS-69 | ADS-70 | ADS-72 | ADS-71 | ADS-73 | > ADS-74 | > > > FO ADS-99 | ADS-102 | ADS-101 | ADS-63 | ADS-146 | ADS-145 | ADS-144 | AD,ADS-2 | ADS-1 | ADS-59 | ADS-58 | ADS-57 | ADS-56 | ADS-55 | ADS-54 | ADS-39 | ADS-38 | ADS-25 | ADS-26 | ADS-24 | ADS-37 | ADS-23 | ADS-36 | ADS-35 | ADS-22 | ADS-148 | ADS-100 | ADS-50 | ADS-51 | ADS-53 | ADS-52 | ADS-64 | ADS-65 | ADS-66 | ADS-67 | ADS-68 | ADS-69 | ADS-70 | ADS-72 | ADS-71 | ADS-73 | ADS-74 | ADS-99 | ADS-102 | ADS-101 | ADS-63 | ADS-146 | ADS-145 | ADS-144 | ADS-143 | ADS-103,
CU320,Storm Drain Plan And Profile,Civil,13,Utilities,Furnish and Install 15 inch HDPE storm drain pipe,,39,RIGHT,"Referenced text (""125.96' of 15"" HDPE @ 5.56% | 87.52' of 15"" HDPE @ 1.94% | 35.55' of 15"" HDPE @ 1.19% | 72.78' of 15"" HDPE @ 3.71% | 8''SS > 15''SD > > 75.74' of 15"" "") supports the item; matched terms: drain, hdpe, pipe, storm.","125.96' of 15"" HDPE @ 5.56% | 87.52' of 15"" HDPE @ 1.94% | 35.55' of 15"" HDPE @ 1.19% | 72.78' of 15"" HDPE @ 3.71% | 8''SS > 15''SD > > 75.74' of 15"" HDPE @ 0.99% | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD FO | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD @ | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD FO | 15''SD | 15''SD | 15''SD | 15","125.96' of 15"" HDPE @ 5.56% | 87.52' of 15"" HDPE @ 1.94% | 35.55' of 15"" HDPE @ 1.19% | 72.78' of 15"" HDPE @ 3.71% | 75.74' of 15"" HDPE @ 0.99% | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | 15''SD | > 15''SD | > 15''SD ",
CU320,Storm Drain Plan And Profile,Civil,13,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,Storm Sewer Systems,24,RIGHT,"Referenced text (""> 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD FO | > > 12''SD | > 12''SD PB | > 12''SD | > 12''SD | > 12''SD | > 12''SD | 12''SD | 12''SD | 12'"") supports the item; matched terms: drain, pipe, storm.","> 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD FO | > > 12''SD | > 12''SD PB | > 12''SD | > 12''SD | > 12''SD | > 12''SD | 12''SD | 12''SD | 12''SD | 12''SD | 12''SD | 12''SD | 12''SD | 12''SD | 12''SD | 12''SD | NEW 12"" STORM DRAIN STA:21+34.32 INV:4770.14 | 30.86' of 12"" HDPE @ 0.49% | 30.86' of 12"" HDPE @ 0.49%","> 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | > 12''SD | 12''SD | 12''SD | 12''SD | 12''SD | 12''SD | 12''SD | 12''SD | 12''SD | 12''SD | 12''SD | NEW 12"" STORM DRAIN STA:21+34.32 INV:4770.14 | 30.86' of 12"" HDPE @ 0.49% | 30.86' of 12"" HDPE @ 0.49%",
CU320,Storm Drain Plan And Profile,Civil,13,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,Storm Sewer Systems,12,RIGHT,"Referenced text (""> 10''SD PB | > 10''SD | > 10''SD | > 10''SD | > 10''SD | > 10''SD | > 10''SD | > 10''SD | > 10''SD > | > 10''SD | > 10''SD / | > 10''SD > >"") supports the item; matched terms: drain, pipe, storm.",> 10''SD PB | > 10''SD | > 10''SD | > 10''SD | > 10''SD | > 10''SD | > 10''SD | > 10''SD | > 10''SD > | > 10''SD | > 10''SD / | > 10''SD > >,> 10''SD | > 10''SD | > 10''SD | > 10''SD | > 10''SD | > 10''SD | > 10''SD | > 10''SD | > 10''SD | > 10''SD | > 10''SD | > 10''SD,
CU320,Storm Drain Plan And Profile,Civil,13,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,39,RIGHT,"Referenced text (""> 8''SD | > 8''SD / | > 8''SD > | > 8''SD > | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD G | > 8''SD > | > 8''SD | > 8''SD | "") supports the item; matched terms: drain, pipe, storm.",> 8''SD | > 8''SD / | > 8''SD > | > 8''SD > | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD G | > 8''SD > | > 8''SD | > 8''SD | > 8''SD > | > 8''SD > | > 8''SD | > > 8''SD PB | > 8''SD / | > 8''SD / | > > 8''SD | > 8''SD | > 8''SD | > 8''SD / | > 8''SD | > 8''SD > | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > > 8''SD | > 8''SD | > 8''SD > | > 8''SD,> 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | > 8''SD | 8''SD,
CU320,Storm Drain Plan And Profile,Civil,13,Utilities,Furnish & Install General Storm Drain Pipe and Connections,Storm Sewer Systems,7,RIGHT,"Referenced text (""SD-2 | > SD-2 | > > SD-2 | > SD-2 | > > SD-2 | / > > SD-1 | SD"") supports the item; matched terms: drain, storm.",SD-2 | > SD-2 | > > SD-2 | > SD-2 | > > SD-2 | / > > SD-1 | SD,SD-2 | SD-2 | SD-2 | SD-2 | SD-2 | SD-1 | SD,
CU320,Storm Drain Plan And Profile,Civil,13,Utilities,Furnish & Install 8-Inch Water Pipe,Water Utility Distribution,37,RIGHT,"Referenced text (""8''W | / 8''W | / 8''W | 8''W | 8''W | 8''W | / 8''W | / 8''W | / 8''W | / 8''W | / 8''W | / 8''W | / 8''W | / 8''W | / 8''W | / 8''W | / 8''W | / 8''"") supports the item; matched terms: pipe, water.","8''W | / 8''W | / 8''W | 8''W | 8''W | 8''W | / 8''W | / 8''W | / 8''W | / 8''W | / 8''W | / 8''W | / 8''W | / 8''W | / 8''W | / 8''W | / 8''W | / 8''W | / 8''W | / 8''W > | / 8''W | / 8''W | / 8''W | / 8''W | / 8''W | / 8''W | / 8''W | / 8''W | / 8''W | / 8''W | / 8''W | / 8''W | / 8''W | / 8''W | > / 8''W | NEW 8"" WATER STA:20+83.07 INV:4766.47 | NEW 8"" WATER STA:23+88.43 INV:4778.65","8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | 8''W | NEW 8"" WATER STA:20+83.07 INV:4766.47 | NEW 8"" WATER STA:23+88.43 INV:4778.65",
CU320,Storm Drain Plan And Profile,Civil,13,Utilities,Furnish & Install 6-Inch Water Pipe,Water Utility Distribution,1,RIGHT,"Referenced text (""/ 6''W 21+00"") supports the item; matched terms: pipe, water.",/ 6''W 21+00,6''W,
CU320,Storm Drain Plan And Profile,Civil,13,Utilities,Furnish & Install 2-Inch Water Pipe and Service Connections,Water Utility Distribution,24,RIGHT,"Referenced text (""/ 2''W | > / 2''W | / 2''W | > / 2''W | > / 2''W | > / 2''W | > / 2''W | > / 2''W | / 2''W | > / 2''W | / 2''W | 8''SS / 2''W | / 2''W | > / 2''W | / "") supports the item; matched terms: pipe, water.",/ 2''W | > / 2''W | / 2''W | > / 2''W | > / 2''W | > / 2''W | > / 2''W | > / 2''W | / 2''W | > / 2''W | / 2''W | 8''SS / 2''W | / 2''W | > / 2''W | / 2''W | > > / 2''W | / 2''W | > / 2''W | / 2''W | > / 2''W | / 2''W | > / 2''W | / 2''W | / 2''W,2''W | 2''W | 2''W | 2''W | 2''W | 2''W | 2''W | 2''W | 2''W | 2''W | 2''W | 2''W | 2''W | 2''W | 2''W | 2''W | 2''W | 2''W | 2''W | 2''W | 2''W | 2''W | 2''W | 2''W,
CU320,Storm Drain Plan And Profile,Civil,13,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,Sanitary Sewer Systems,38,RIGHT,"Referenced text (""> 8''SS | > 8''SS | > 8''SS / 8''W | > 8''SS | > 8''SS | 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''"") supports the item; matched terms: pipe, sanitary, sewer.","> 8''SS | > 8''SS | > 8''SS / 8''W | > 8''SS | > 8''SS | 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | NEW 8"" SEWER STA:10+12.45 I","> 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | > 8''SS | NEW 8"" SEWER STA:10+12.45 INV:4763",
CU320,Storm Drain Plan And Profile,Civil,13,Utilities,Furnish & Install 6-Inch Sanitary Sewer Pipe,Sanitary Sewer Systems,26,RIGHT,"Referenced text (""6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS "") supports the item; matched terms: pipe, sanitary, sewer.",6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS,6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS | 6''SS,
CU320,Storm Drain Plan And Profile,Civil,13,Utilities,Furnish & Install General Sanitary Sewer Pipe and Laterals,Sanitary Sewer Systems,1,RIGHT,"Referenced text (""SS"") supports the item; matched terms: sanitary, sewer.",SS,SS,
CU320,Storm Drain Plan And Profile,Civil,13,Utilities,Furnish & Install Core Drilling for New Pipe Connections,Others,1,RIGHT,"Referenced text (""7. REFER TO NOTES FOR WYE FITTINGS ON PIPE 8"" OR LARGER THAN 8"" ON CU300."") supports the item; matched terms: pipe.","7. REFER TO NOTES FOR WYE FITTINGS ON PIPE 8"" OR LARGER THAN 8"" ON CU300.","7. REFER TO NOTES FOR WYE FITTINGS ON PIPE 8"" OR LARGER THAN 8"" ON CU300.",
CU320,Storm Drain Plan And Profile,Civil,13,Utilities,Furnish & Install Trench Drains and Drain Structures,Utility Structures & Manholes,1,WRONG,"[Manual review] Referenced text is note 12, which describes the 15"" storm line routing through Overflow Box-1's orifice plate wall - it does not describe or specify a trench drain. The sheet's actual trench-drain requirements are in a different note (note 13), which is what the 'Pipe Connection Accessories' item on this same sheet points to instead.","12. THE 15"" LINE ROUTES THROUGH OVERFLOW BOX-1 DOWN STREAM ON THE ORIFICE PLATE WALL. REFER TO NOTES ON THE DETAIL ON SHEET C102..","12. THE 15"" LINE ROUTES THROUGH OVERFLOW BOX-1 DOWN STREAM ON THE ORIFICE PLATE WALL. REFER TO NOTES ON THE DETAIL ON SHEET C102..","2350,700,2688,700,2688,722,2350,722"
CU320,Storm Drain Plan And Profile,Civil,13,Utilities,Furnish & Install Pipe Connection Accessories,Others,1,RIGHT,"[Manual review] Referenced note 13 (""REFER TO NOTES ON CU300 FOR TRENCH DRAIN REQUIREMENTS. CONNECT TRENCH DRAINS TO STORM DRAIN SYSTEM..."") describes a pipe connection instruction, consistent with the item.",13. REFER TO NOTES ON CU300 FOR TRENCH DRAIN REQUIREMENTS. CONNECT TRENCH DRAINS TO STORM DRAIN SYSTEM AS SHOWN ON PLAN AND PROFILE SHEETS.,13. REFER TO NOTES ON CU300 FOR TRENCH DRAIN REQUIREMENTS. CONNECT TRENCH DRAINS TO STORM DRAIN SYSTEM AS SHOWN ON PLAN AND PROFILE SHEETS.,
CU320,Storm Drain Plan And Profile,Civil,13,Utilities,Furnish & Install Relocation and Adjustment of Existing Utilities,Others,1,WRONG,"[Manual review] Referenced text (""4. REFER TO NOTES ON CU300 FOR GENERAL UTILITY NOTES, TYP."") is a generic cross-reference pointer, not a description of relocation/adjustment work. It doesn't itself support the item as written.","4. REFER TO NOTES ON CU300 FOR GENERAL UTILITY NOTES, TYP.","4. REFER TO NOTES ON CU300 FOR GENERAL UTILITY NOTES, TYP.","2351,325,2580,325,2580,335,2351,335"
CU320,Storm Drain Plan And Profile,Civil,13,Utilities,"Furnish & Install Phased Installation, Coordination, and Layout",Others,1,RIGHT,"Referenced text (""15. SD-2 AND SD-9 STORM DRAIN LINES MUST BE COMPLETED PRIOR TO ANY DEMO BEING COMPLETED ON THE STORM DRAIN LINES SERVICING AREAS NORTH OF THE SITE. AL"") supports the item; matched terms: other.",15. SD-2 AND SD-9 STORM DRAIN LINES MUST BE COMPLETED PRIOR TO ANY DEMO BEING COMPLETED ON THE STORM DRAIN LINES SERVICING AREAS NORTH OF THE SITE. ALL OTHER STORM LINES MAY BE COMPLETED WITH OTHER PHASE 1 UTILITY CONSTRUCTION.,15. SD-2 AND SD-9 STORM DRAIN LINES MUST BE COMPLETED PRIOR TO ANY DEMO BEING COMPLETED ON THE STORM DRAIN LINES SERVICING AREAS NORTH OF THE SITE. ALL OTHER STORM LINES MAY BE COMPLETED WITH OTHER PHASE 1 UTILITY CONSTRUCTION.,
CU320,Storm Drain Plan And Profile,Civil,13,Electrical Utilities,Furnish & Install Electrical Manholes,Underground Ductbanks / Manholes & Handholes,9,RIGHT,"Referenced text (""EM | EM | EM | EM | EM | EM | EM | EM | EM"") supports the item; matched terms: electrical, manhole, manholes.",EM | EM | EM | EM | EM | EM | EM | EM | EM,EM | EM | EM | EM | EM | EM | EM | EM | EM,
CU320,Storm Drain Plan And Profile,Civil,13,Electrical Utilities,Furnish & Install Electrical Pull Boxes,Underground Ductbanks / Manholes & Handholes,70,RIGHT,"Referenced text (""PB | / PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | > PB | > PB | > PB | PB"") supports the item; matched terms: boxes, electrical, pull.",PB | / PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | > PB | > PB | > PB | PB > | PB | PB | PB | PB | > PB | PB | PB | PB | PB | PB | PB | PB | PB | G PB | PB | PB | PB | PB | / PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | > PB | PB | PB | > > PB | PB | PB | PB | PB | PB | PB,PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB | PB,
CU320,Storm Drain Plan And Profile,Civil,13,Communications Utilities,Furnish & Install Optical Fiber Cabling,Optical Fiber Distribution Cabling,39,RIGHT,"Referenced text (""> > FO | > FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | > FO | FO | FO | FO | G FO | FO | FO | FO | FO | FO | > FO | > FO | 12''SD FO |"") supports the item; matched terms: cabling, fiber, optical.",> > FO | > FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | > FO | FO | FO | FO | G FO | FO | FO | FO | FO | FO | > FO | > FO | 12''SD FO | 15''SD FO | > FO | > FO | FO | FO | FO | > FO | FO | FO | FO | FO | FO | > FO ADS-99,FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO | FO,
CU320,Storm Drain Plan And Profile,Civil,13,Site Improvements,Furnish & Install Concrete Wall Footings,Cast-In-Place Foundations,2,RIGHT,"Referenced text (""1. REFER TO SHEET CU300 FOR DETAIL REFERENCES FOR EACH DRAINAGE STRUCTURE. ONLY MAIN LINES ARE PROFILED. SLOPE AND STRUCTURE INVERTS ARE PROVIDED FOR "") supports the item; matched terms: footing, wall.","1. REFER TO SHEET CU300 FOR DETAIL REFERENCES FOR EACH DRAINAGE STRUCTURE. ONLY MAIN LINES ARE PROFILED. SLOPE AND STRUCTURE INVERTS ARE PROVIDED FOR ALL PIPE SECTIONS THAT ARE NOT PROFILED ON THE STORM DRAIN PLAN AND PROFILE SHEETS. STEP WALL FOOTING PER NOTES ON CU300 FOR STORM DRAIN LINES. | 5. POT HOLE ALL EXISTING UTILITY CROSSINGS FOR NEW STORM DRAIN SEWER LINES, LOWER OR RAISE COMMUNICATION","1. REFER TO SHEET CU300 FOR DETAIL REFERENCES FOR EACH DRAINAGE STRUCTURE. ONLY MAIN LINES ARE PROFILED. SLOPE AND STRUCTURE INVERTS ARE PROVIDED FOR ALL PIPE SECTIONS THAT ARE NOT PROFILED ON THE STORM DRAIN PLAN AND PROFILE SHEETS. STEP WALL FOOTING PER NOTES ON CU300 FOR STORM DRAIN LINES. | 5. POT HOLE ALL EXISTING UTILITY CROSSINGS FOR NEW STORM DRAIN SEWER LINES, LOWER OR RAISE COMMUNICATION",
CG452,Enlarged Hydrology Plan,Civil,14,Earthwork,Furnish & Install Site Grading,Site Grading,12,RIGHT,"Referenced text (""FF=81.50 | FF=75.00 FDC | FF=81.00 | FF=78.25 | FF=72.50 | FF=76.00 | FF=71.00 FDC | FF=69.00 | FF=67.00 | FF=66.50 | FF=67.00 | FF=66.50"") supports the item; matched terms: grading.",FF=81.50 | FF=75.00 FDC | FF=81.00 | FF=78.25 | FF=72.50 | FF=76.00 | FF=71.00 FDC | FF=69.00 | FF=67.00 | FF=66.50 | FF=67.00 | FF=66.50,FF=81.50 | FF=75.00 | FF=81.00 | FF=78.25 | FF=72.50 | FF=76.00 | FF=71.00 | FF=69.00 | FF=67.00 | FF=66.50 | FF=67.00 | FF=66.50,
